RUN	RecordedSimulation	recordedsimulation	1587632571220	ma¤ana	3.3.1
REQUEST	15		request_22	1587632601193	1587632601254	OK	 
REQUEST	15		bootstrap.min.css	1587632601192	1587632601256	OK	 
REQUEST	15		request_21	1587632601193	1587632601257	OK	 
REQUEST	9		mash.css	1587632601173	1587632601276	OK	 
REQUEST	6		request_44	1587632600435	1587632601438	OK	 
REQUEST	16		bootstrap.min.css	1587632601192	1587632601448	OK	 
REQUEST	5		request_44	1587632600479	1587632601503	OK	 
REQUEST	2		request_71	1587632600910	1587632602094	OK	 
REQUEST	16		request_16	1587632601449	1587632602114	OK	 
REQUEST	16		solid.css	1587632601193	1587632602115	OK	 
REQUEST	17		request_14	1587632601130	1587632602118	OK	 
REQUEST	11		request_23	1587632600816	1587632602131	OK	 
REQUEST	16		owasp-password-strength-test.js	1587632601193	1587632602148	OK	 
REQUEST	16		text-encoder-lite.min.js	1587632601193	1587632602149	OK	 
REQUEST	16		solid.js	1587632601193	1587632602153	OK	 
REQUEST	6		request_44	1587632601438	1587632602228	OK	 
REQUEST	2		request_73	1587632600911	1587632602228	OK	 
REQUEST	2		request_74	1587632600911	1587632602229	OK	 
REQUEST	2		request_72	1587632600911	1587632602245	OK	 
REQUEST	9		request_26	1587632601175	1587632602286	OK	 
REQUEST	6		request_65	1587632600434	1587632602286	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	16		request_15	1587632601193	1587632602357	OK	 
REQUEST	16		request_19	1587632602148	1587632602423	OK	 
REQUEST	16		request_17	1587632602114	1587632602433	OK	 
REQUEST	16		request_18	1587632602115	1587632602434	OK	 
USER	RecordedSimulation	26	START	1587632602536	1587632602536
REQUEST	26		request_0	1587632602537	1587632602539	OK	 
REQUEST	26		uniovi.jpg	1587632602540	1587632602542	OK	 
REQUEST	26		bundle.js	1587632602540	1587632602585	OK	 
REQUEST	26		request_1	1587632602541	1587632602589	OK	 
REQUEST	26		request_5	1587632602589	1587632602592	OK	 
REQUEST	26		request_3	1587632602542	1587632602593	OK	 
REQUEST	26		main.chunk.js	1587632602541	1587632602594	OK	 
REQUEST	26		request_4	1587632602586	1587632602594	OK	 
REQUEST	26		request_6	1587632602592	1587632602596	OK	 
REQUEST	26		request_7	1587632602593	1587632602598	OK	 
REQUEST	26		request_8	1587632602594	1587632602599	OK	 
REQUEST	26		request_9	1587632602594	1587632602599	OK	 
REQUEST	26		request_10	1587632602596	1587632602601	OK	 
REQUEST	26		request_13	1587632602599	1587632602602	OK	 
REQUEST	26		request_12	1587632602598	1587632602602	OK	 
REQUEST	3		request_70	1587632602718	1587632602719	OK	 
REQUEST	17		bootstrap.min.css	1587632602118	1587632602855	OK	 
REQUEST	6		request_68	1587632600435	1587632602856	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	12		request_23	1587632601661	1587632603054	OK	 
REQUEST	6		request_64	1587632600434	1587632603056	OK	 
REQUEST	5		request_64	1587632600477	1587632603056	KO	status.find.is(401), but actually found 200
REQUEST	6		request_67	1587632600434	1587632603092	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	5		request_65	1587632600477	1587632603092	OK	 
REQUEST	5		request_68	1587632600478	1587632603093	OK	 
REQUEST	26		0.chunk.js	1587632602540	1587632603142	OK	 
REQUEST	26		request_2	1587632602541	1587632603148	OK	 
REQUEST	17		solid.css	1587632602118	1587632603171	OK	 
REQUEST	17		solid.js	1587632602119	1587632603175	OK	 
REQUEST	6		request_69	1587632600435	1587632603182	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	5		request_66	1587632600478	1587632603182	OK	 
REQUEST	5		request_69	1587632600478	1587632603182	OK	 
REQUEST	4		request_70	1587632603236	1587632603238	OK	 
REQUEST	6		request_66	1587632600434	1587632603240	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	17		owasp-password-strength-test.js	1587632602119	1587632603246	OK	 
REQUEST	17		text-encoder-lite.min.js	1587632602119	1587632603246	OK	 
REQUEST	17		request_16	1587632602856	1587632603248	OK	 
REQUEST	5		request_67	1587632600478	1587632603261	OK	 
REQUEST	17		request_15	1587632602119	1587632603437	OK	 
REQUEST	18		request_14	1587632602130	1587632603455	OK	 
REQUEST	17		request_17	1587632603172	1587632603465	OK	 
REQUEST	17		request_18	1587632603175	1587632603465	OK	 
REQUEST	2		request_75	1587632600911	1587632603468	OK	 
USER	RecordedSimulation	2	END	1587632573550	1587632603469
REQUEST	7		request_41	1587632602848	1587632603496	OK	 
ERROR	request_43: Failed to build request: Resource /recordedsimulation/0043_request.json not found 	1587632603497
REQUEST	7		request_45	1587632603499	1587632603500	OK	 
REQUEST	7		request_46	1587632603499	1587632603517	OK	 
REQUEST	7		request_47	1587632603499	1587632603517	OK	 
REQUEST	7		request_48	1587632603499	1587632603518	OK	 
REQUEST	7		request_49	1587632603499	1587632603519	OK	 
REQUEST	7		request_50	1587632603499	1587632603519	OK	 
REQUEST	7		request_58	1587632603500	1587632603519	OK	 
REQUEST	7		request_59	1587632603517	1587632603520	OK	 
REQUEST	7		request_60	1587632603517	1587632603520	OK	 
REQUEST	7		request_62	1587632603519	1587632603520	OK	 
REQUEST	7		request_63	1587632603519	1587632603520	OK	 
REQUEST	7		request_61	1587632603519	1587632603520	OK	 
REQUEST	9		request_24	1587632601174	1587632603531	OK	 
USER	RecordedSimulation	27	START	1587632603546	1587632603546
REQUEST	27		request_0	1587632603547	1587632603549	OK	 
REQUEST	27		uniovi.jpg	1587632603550	1587632603552	OK	 
REQUEST	27		bundle.js	1587632603550	1587632603587	OK	 
REQUEST	27		request_1	1587632603550	1587632603588	OK	 
REQUEST	27		request_5	1587632603588	1587632603592	OK	 
REQUEST	27		request_3	1587632603552	1587632603593	OK	 
REQUEST	27		request_4	1587632603588	1587632603593	OK	 
REQUEST	27		request_6	1587632603592	1587632603594	OK	 
REQUEST	27		main.chunk.js	1587632603550	1587632603595	OK	 
REQUEST	27		request_7	1587632603593	1587632603596	OK	 
REQUEST	27		request_8	1587632603593	1587632603597	OK	 
REQUEST	27		request_9	1587632603594	1587632603597	OK	 
REQUEST	27		request_10	1587632603595	1587632603599	OK	 
REQUEST	27		request_12	1587632603596	1587632603599	OK	 
REQUEST	27		request_13	1587632603597	1587632603599	OK	 
REQUEST	19		request_14	1587632603126	1587632603753	OK	 
REQUEST	13		request_23	1587632602880	1587632603784	OK	 
REQUEST	7		request_42	1587632603499	1587632603818	OK	 
REQUEST	16		request_20	1587632603436	1587632603819	OK	 
REQUEST	9		mashlib.min.js	1587632601174	1587632603828	OK	 
REQUEST	18		bootstrap.min.css	1587632603455	1587632603900	OK	 
REQUEST	9		request_25	1587632601174	1587632603970	OK	 
REQUEST	16		solid.css	1587632603819	1587632603976	OK	 
REQUEST	16		request_22	1587632603819	1587632603976	OK	 
REQUEST	27		0.chunk.js	1587632603550	1587632604082	OK	 
REQUEST	27		request_2	1587632603551	1587632604089	OK	 
REQUEST	18		solid.css	1587632603456	1587632604223	OK	 
REQUEST	16		request_21	1587632603819	1587632604224	OK	 
REQUEST	16		bootstrap.min.css	1587632603819	1587632604224	OK	 
REQUEST	14		request_23	1587632604366	1587632604389	KO	j.i.IOException: Premature close
USER	RecordedSimulation	28	START	1587632604536	1587632604536
REQUEST	28		request_0	1587632604537	1587632604539	OK	 
REQUEST	28		uniovi.jpg	1587632604539	1587632604541	OK	 
REQUEST	28		request_1	1587632604540	1587632604575	OK	 
REQUEST	28		bundle.js	1587632604539	1587632604576	OK	 
REQUEST	28		request_5	1587632604576	1587632604580	OK	 
REQUEST	28		request_3	1587632604541	1587632604582	OK	 
REQUEST	28		request_6	1587632604581	1587632604582	OK	 
REQUEST	28		main.chunk.js	1587632604540	1587632604583	OK	 
REQUEST	28		request_4	1587632604576	1587632604583	OK	 
REQUEST	28		request_7	1587632604582	1587632604584	OK	 
REQUEST	28		request_8	1587632604582	1587632604586	OK	 
REQUEST	28		request_10	1587632604583	1587632604586	OK	 
REQUEST	28		request_9	1587632604583	1587632604587	OK	 
REQUEST	28		request_12	1587632604584	1587632604587	OK	 
REQUEST	28		request_13	1587632604586	1587632604588	OK	 
REQUEST	18		request_16	1587632603900	1587632604639	OK	 
REQUEST	18		solid.js	1587632603466	1587632604643	OK	 
REQUEST	18		text-encoder-lite.min.js	1587632603465	1587632604728	OK	 
REQUEST	18		owasp-password-strength-test.js	1587632603456	1587632604766	OK	 
REQUEST	3		request_71	1587632602720	1587632604778	OK	 
REQUEST	19		solid.css	1587632603753	1587632604806	OK	 
REQUEST	19		solid.js	1587632603754	1587632604810	OK	 
REQUEST	19		bootstrap.min.css	1587632603753	1587632604817	OK	 
REQUEST	7		request_44	1587632603499	1587632604819	OK	 
REQUEST	18		request_17	1587632604224	1587632604834	OK	 
REQUEST	9		request_27	1587632604967	1587632604968	OK	 
REQUEST	9		request_28	1587632604968	1587632604970	OK	 
REQUEST	9		request_29	1587632604968	1587632604972	OK	 
REQUEST	9		request_30	1587632604969	1587632604987	OK	 
REQUEST	9		request_31	1587632604969	1587632604988	OK	 
REQUEST	9		request_32	1587632604969	1587632604989	OK	 
REQUEST	9		request_33	1587632604969	1587632604989	OK	 
REQUEST	19		owasp-password-strength-test.js	1587632603753	1587632605016	OK	 
REQUEST	19		text-encoder-lite.min.js	1587632603754	1587632605016	OK	 
REQUEST	18		request_18	1587632604640	1587632605017	OK	 
REQUEST	28		0.chunk.js	1587632604540	1587632605137	OK	 
REQUEST	28		request_2	1587632604540	1587632605140	OK	 
REQUEST	6		request_70	1587632605241	1587632605243	OK	 
REQUEST	18		request_15	1587632603466	1587632605243	OK	 
REQUEST	3		request_75	1587632602720	1587632605243	OK	 
REQUEST	3		request_72	1587632602720	1587632605270	OK	 
REQUEST	10		request_41	1587632604059	1587632605276	OK	 
ERROR	request_43: Failed to build request: Resource /recordedsimulation/0043_request.json not found 	1587632605277
REQUEST	4		request_71	1587632603239	1587632605276	OK	 
REQUEST	10		request_45	1587632605278	1587632605281	OK	 
REQUEST	10		request_47	1587632605278	1587632605282	OK	 
REQUEST	10		request_46	1587632605278	1587632605297	OK	 
REQUEST	10		request_49	1587632605278	1587632605298	OK	 
REQUEST	10		request_48	1587632605278	1587632605298	OK	 
REQUEST	10		request_50	1587632605278	1587632605299	OK	 
REQUEST	10		request_58	1587632605281	1587632605299	OK	 
REQUEST	10		request_59	1587632605282	1587632605300	OK	 
REQUEST	10		request_61	1587632605298	1587632605300	OK	 
REQUEST	10		request_62	1587632605298	1587632605300	OK	 
REQUEST	10		request_60	1587632605297	1587632605300	OK	 
REQUEST	10		request_63	1587632605299	1587632605301	OK	 
REQUEST	3		request_73	1587632602720	1587632605306	OK	 
REQUEST	17		request_20	1587632604471	1587632605373	OK	 
REQUEST	19		request_17	1587632604807	1587632605407	OK	 
REQUEST	19		request_18	1587632604810	1587632605408	OK	 
REQUEST	10		request_42	1587632605279	1587632605410	OK	 
REQUEST	19		request_15	1587632603754	1587632605412	OK	 
REQUEST	14		request_27	1587632605415	1587632605417	OK	 
REQUEST	14		request_28	1587632605417	1587632605419	OK	 
REQUEST	14		request_30	1587632605418	1587632605438	OK	 
REQUEST	14		request_29	1587632605417	1587632605439	OK	 
REQUEST	14		request_31	1587632605418	1587632605440	OK	 
REQUEST	14		request_32	1587632605418	1587632605440	OK	 
REQUEST	14		request_33	1587632605418	1587632605440	OK	 
REQUEST	17		request_22	1587632605374	1587632605491	OK	 
REQUEST	17		solid.css	1587632605374	1587632605491	OK	 
REQUEST	20		request_14	1587632604126	1587632605526	OK	 
REQUEST	4		request_73	1587632603239	1587632605537	OK	 
REQUEST	5		request_44	1587632601504	1587632605537	OK	 
REQUEST	4		request_72	1587632603239	1587632605547	OK	 
USER	RecordedSimulation	29	START	1587632605556	1587632605556
REQUEST	29		request_0	1587632605556	1587632605558	OK	 
REQUEST	29		uniovi.jpg	1587632605558	1587632605560	OK	 
REQUEST	17		request_21	1587632605374	1587632605563	OK	 
REQUEST	17		bootstrap.min.css	1587632605374	1587632605564	OK	 
REQUEST	8		request_41	1587632604811	1587632605565	OK	 
ERROR	request_43: Failed to build request: Resource /recordedsimulation/0043_request.json not found 	1587632605565
REQUEST	8		request_45	1587632605567	1587632605612	OK	 
REQUEST	8		request_46	1587632605568	1587632605633	OK	 
REQUEST	8		request_47	1587632605568	1587632605634	OK	 
REQUEST	29		bundle.js	1587632605558	1587632605635	OK	 
REQUEST	8		request_48	1587632605568	1587632605635	OK	 
REQUEST	8		request_49	1587632605568	1587632605636	OK	 
REQUEST	8		request_50	1587632605568	1587632605637	OK	 
REQUEST	29		request_1	1587632605559	1587632605637	OK	 
REQUEST	8		request_58	1587632605613	1587632605642	OK	 
REQUEST	8		request_59	1587632605633	1587632605643	OK	 
REQUEST	8		request_60	1587632605634	1587632605643	OK	 
REQUEST	8		request_61	1587632605635	1587632605644	OK	 
REQUEST	8		request_62	1587632605636	1587632605645	OK	 
REQUEST	8		request_63	1587632605637	1587632605646	OK	 
REQUEST	29		request_5	1587632605637	1587632605646	OK	 
REQUEST	29		main.chunk.js	1587632605559	1587632605647	OK	 
REQUEST	29		request_3	1587632605561	1587632605648	OK	 
REQUEST	29		request_4	1587632605635	1587632605648	OK	 
REQUEST	11		request_23 Redirect 1	1587632602132	1587632605648	OK	 
REQUEST	29		request_6	1587632605646	1587632605651	OK	 
REQUEST	29		request_7	1587632605648	1587632605653	OK	 
REQUEST	29		request_8	1587632605648	1587632605654	OK	 
REQUEST	29		request_9	1587632605648	1587632605654	OK	 
REQUEST	29		request_10	1587632605651	1587632605655	OK	 
REQUEST	29		request_12	1587632605653	1587632605657	OK	 
REQUEST	29		request_13	1587632605654	1587632605657	OK	 
REQUEST	8		request_42	1587632605568	1587632605815	OK	 
REQUEST	10		request_44	1587632605279	1587632606053	OK	 
REQUEST	29		request_2	1587632605559	1587632606208	OK	 
REQUEST	29		0.chunk.js	1587632605559	1587632606212	OK	 
REQUEST	7		request_68	1587632603499	1587632606305	OK	 
REQUEST	20		bootstrap.min.css	1587632605526	1587632606373	OK	 
REQUEST	7		request_64	1587632603498	1587632606387	KO	status.find.is(401), but actually found 200
REQUEST	7		request_65	1587632603498	1587632606388	OK	 
REQUEST	7		request_66	1587632603498	1587632606439	OK	 
REQUEST	7		request_67	1587632603498	1587632606440	OK	 
REQUEST	7		request_69	1587632603499	1587632606440	OK	 
REQUEST	11		mash.css	1587632605649	1587632606467	OK	 
REQUEST	3		request_74	1587632602720	1587632606473	OK	 
USER	RecordedSimulation	3	END	1587632574546	1587632606475
USER	RecordedSimulation	30	START	1587632606530	1587632606530
REQUEST	30		request_0	1587632606530	1587632606533	OK	 
REQUEST	30		uniovi.jpg	1587632606533	1587632606535	OK	 
REQUEST	20		solid.js	1587632605527	1587632606559	OK	 
REQUEST	20		solid.css	1587632605527	1587632606559	OK	 
REQUEST	30		bundle.js	1587632606533	1587632606572	OK	 
REQUEST	30		request_1	1587632606534	1587632606573	OK	 
REQUEST	5		request_44	1587632605537	1587632606576	OK	 
REQUEST	30		request_5	1587632606573	1587632606578	OK	 
REQUEST	5		request_44	1587632606576	1587632606579	OK	 
REQUEST	30		request_4	1587632606573	1587632606580	OK	 
REQUEST	30		main.chunk.js	1587632606534	1587632606581	OK	 
REQUEST	30		request_6	1587632606578	1587632606581	OK	 
REQUEST	30		request_8	1587632606581	1587632606585	OK	 
REQUEST	12		request_23 Redirect 1	1587632603055	1587632606585	OK	 
REQUEST	30		request_3	1587632606535	1587632606586	OK	 
REQUEST	30		request_7	1587632606580	1587632606586	OK	 
REQUEST	30		request_9	1587632606581	1587632606586	OK	 
REQUEST	30		request_10	1587632606585	1587632606589	OK	 
REQUEST	30		request_13	1587632606586	1587632606590	OK	 
REQUEST	30		request_12	1587632606586	1587632606590	OK	 
REQUEST	20		text-encoder-lite.min.js	1587632605527	1587632606619	OK	 
REQUEST	20		owasp-password-strength-test.js	1587632605527	1587632606621	OK	 
REQUEST	20		request_16	1587632606373	1587632606623	OK	 
REQUEST	4		request_74	1587632603239	1587632606625	OK	 
REQUEST	8		request_44	1587632605568	1587632606662	OK	 
REQUEST	10		request_44	1587632606054	1587632606765	OK	 
REQUEST	18		request_20	1587632606248	1587632606765	OK	 
REQUEST	20		request_15	1587632605527	1587632606775	OK	 
REQUEST	12		mash.css	1587632606586	1587632606805	OK	 
REQUEST	20		request_17	1587632606559	1587632607003	OK	 
REQUEST	20		request_18	1587632606560	1587632607006	OK	 
REQUEST	11		request_26	1587632605650	1587632607014	OK	 
REQUEST	19		request_20	1587632606421	1587632607016	OK	 
REQUEST	18		solid.css	1587632606766	1587632607065	OK	 
REQUEST	18		request_22	1587632606766	1587632607066	OK	 
REQUEST	30		request_2	1587632606534	1587632607127	OK	 
REQUEST	30		0.chunk.js	1587632606534	1587632607139	OK	 
REQUEST	6		request_72	1587632605244	1587632607201	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	6		request_71	1587632605243	1587632607201	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	6		request_73	1587632605244	1587632607202	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	21		request_14	1587632606143	1587632607203	OK	 
REQUEST	18		bootstrap.min.css	1587632606765	1587632607250	OK	 
REQUEST	18		request_21	1587632606766	1587632607251	OK	 
REQUEST	19		request_22	1587632607018	1587632607260	OK	 
REQUEST	19		solid.css	1587632607017	1587632607261	OK	 
REQUEST	19		request_21	1587632607017	1587632607304	OK	 
REQUEST	19		bootstrap.min.css	1587632607017	1587632607305	OK	 
REQUEST	10		request_68	1587632605278	1587632607333	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	15		request_23	1587632606266	1587632607352	OK	 
REQUEST	8		request_44	1587632606662	1587632607380	OK	 
REQUEST	10		request_65	1587632605277	1587632607392	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	10		request_64	1587632605277	1587632607393	OK	 
REQUEST	10		request_67	1587632605278	1587632607458	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	10		request_66	1587632605277	1587632607459	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	10		request_69	1587632605278	1587632607459	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 401
REQUEST	12		request_26	1587632606587	1587632607487	OK	 
REQUEST	13		request_23 Redirect 1	1587632603784	1587632607541	OK	 
REQUEST	21		bootstrap.min.css	1587632607203	1587632607951	OK	 
REQUEST	8		request_68	1587632605567	1587632608203	OK	 
REQUEST	8		request_64	1587632605566	1587632608383	KO	status.find.is(401), but actually found 200
REQUEST	8		request_65	1587632605567	1587632608384	OK	 
REQUEST	21		solid.js	1587632607204	1587632608413	OK	 
REQUEST	21		solid.css	1587632607203	1587632608413	OK	 
REQUEST	8		request_67	1587632605567	1587632608421	OK	 
REQUEST	8		request_66	1587632605567	1587632608421	OK	 
REQUEST	8		request_69	1587632605567	1587632608422	OK	 
REQUEST	21		owasp-password-strength-test.js	1587632607203	1587632608443	OK	 
REQUEST	21		text-encoder-lite.min.js	1587632607204	1587632608443	OK	 
REQUEST	21		request_16	1587632607951	1587632608445	OK	 
REQUEST	13		mash.css	1587632607542	1587632608452	OK	 
REQUEST	8		request_44	1587632607381	1587632608482	OK	 
REQUEST	8		request_44	1587632608482	1587632608484	OK	 
REQUEST	22		request_14	1587632607202	1587632608493	OK	 
REQUEST	6		request_74	1587632605244	1587632608495	OK	 
REQUEST	20		request_20	1587632608014	1587632608524	OK	 
REQUEST	21		request_17	1587632608413	1587632608529	OK	 
REQUEST	21		request_18	1587632608413	1587632608538	OK	 
REQUEST	4		request_75	1587632603239	1587632608544	OK	 
USER	RecordedSimulation	4	END	1587632575546	1587632608545
USER	RecordedSimulation	31	START	1587632608546	1587632608546
REQUEST	31		request_0	1587632608546	1587632608548	OK	 
REQUEST	31		uniovi.jpg	1587632608548	1587632608566	OK	 
REQUEST	31		bundle.js	1587632608549	1587632608586	OK	 
REQUEST	31		request_1	1587632608549	1587632608589	OK	 
REQUEST	5		request_70	1587632608577	1587632608591	OK	 
REQUEST	31		request_5	1587632608589	1587632608593	OK	 
REQUEST	31		request_4	1587632608586	1587632608596	OK	 
REQUEST	31		request_6	1587632608593	1587632608598	OK	 
REQUEST	31		main.chunk.js	1587632608549	1587632608599	OK	 
REQUEST	31		request_3	1587632608567	1587632608601	OK	 
REQUEST	31		request_7	1587632608596	1587632608601	OK	 
REQUEST	31		request_8	1587632608598	1587632608604	OK	 
REQUEST	31		request_9	1587632608599	1587632608605	OK	 
REQUEST	31		request_10	1587632608601	1587632608605	OK	 
REQUEST	31		request_12	1587632608601	1587632608606	OK	 
REQUEST	31		request_13	1587632608604	1587632608607	OK	 
REQUEST	21		request_15	1587632607204	1587632608706	OK	 
REQUEST	20		request_22	1587632608525	1587632608721	OK	 
REQUEST	20		solid.css	1587632608525	1587632608721	OK	 
REQUEST	11		mashlib.min.js	1587632605649	1587632608730	OK	 
REQUEST	20		bootstrap.min.css	1587632608525	1587632608774	OK	 
REQUEST	20		request_21	1587632608525	1587632608775	OK	 
REQUEST	7		request_44	1587632604819	1587632608842	OK	 
REQUEST	13		request_26	1587632607543	1587632608852	OK	 
REQUEST	11		request_25	1587632605650	1587632608852	OK	 
REQUEST	23		request_14	1587632608206	1587632608855	OK	 
REQUEST	22		solid.css	1587632608494	1587632608870	OK	 
REQUEST	22		solid.js	1587632608494	1587632608872	OK	 
REQUEST	22		owasp-password-strength-test.js	1587632608494	1587632609013	OK	 
REQUEST	22		text-encoder-lite.min.js	1587632608494	1587632609014	OK	 
REQUEST	22		bootstrap.min.css	1587632608494	1587632609016	OK	 
REQUEST	12		request_25	1587632606587	1587632609049	OK	 
REQUEST	22		request_17	1587632608870	1587632609076	OK	 
REQUEST	22		request_18	1587632608872	1587632609077	OK	 
REQUEST	12		mashlib.min.js	1587632606586	1587632609142	OK	 
REQUEST	31		0.chunk.js	1587632608549	1587632609153	OK	 
REQUEST	31		request_2	1587632608549	1587632609162	OK	 
REQUEST	23		bootstrap.min.css	1587632608856	1587632609246	OK	 
REQUEST	22		request_15	1587632608495	1587632609251	OK	 
REQUEST	7		request_44	1587632608842	1587632609304	OK	 
REQUEST	7		request_44	1587632609305	1587632609306	OK	 
REQUEST	13		request_24	1587632607543	1587632609319	OK	 
REQUEST	10		request_70	1587632609483	1587632609485	OK	 
REQUEST	23		solid.css	1587632608856	1587632609511	OK	 
REQUEST	23		solid.js	1587632608857	1587632609512	OK	 
REQUEST	23		request_16	1587632609246	1587632609513	OK	 
REQUEST	15		request_23 Redirect 1	1587632607352	1587632609520	OK	 
USER	RecordedSimulation	32	START	1587632609546	1587632609546
REQUEST	32		request_0	1587632609547	1587632609550	OK	 
REQUEST	32		uniovi.jpg	1587632609550	1587632609552	OK	 
REQUEST	23		text-encoder-lite.min.js	1587632608856	1587632609573	OK	 
REQUEST	23		owasp-password-strength-test.js	1587632608856	1587632609573	OK	 
REQUEST	16		request_23	1587632609233	1587632609582	OK	 
REQUEST	32		bundle.js	1587632609550	1587632609587	OK	 
REQUEST	32		request_1	1587632609551	1587632609588	OK	 
REQUEST	32		request_5	1587632609588	1587632609593	OK	 
REQUEST	32		main.chunk.js	1587632609551	1587632609595	OK	 
REQUEST	32		request_4	1587632609588	1587632609595	OK	 
REQUEST	32		request_6	1587632609593	1587632609595	OK	 
REQUEST	32		request_7	1587632609595	1587632609601	OK	 
REQUEST	32		request_3	1587632609552	1587632609601	OK	 
REQUEST	32		request_9	1587632609595	1587632609602	OK	 
REQUEST	32		request_8	1587632609595	1587632609603	OK	 
REQUEST	32		request_10	1587632609601	1587632609606	OK	 
REQUEST	32		request_13	1587632609602	1587632609606	OK	 
REQUEST	32		request_12	1587632609602	1587632609606	OK	 
REQUEST	13		mashlib.min.js	1587632607542	1587632609656	OK	 
REQUEST	9		request_41	1587632608999	1587632609668	OK	 
ERROR	request_43: Failed to build request: Resource /recordedsimulation/0043_request.json not found 	1587632609668
REQUEST	9		request_45	1587632609671	1587632609672	OK	 
REQUEST	9		request_46	1587632609671	1587632609687	OK	 
REQUEST	9		request_47	1587632609671	1587632609688	OK	 
REQUEST	9		request_48	1587632609671	1587632609690	OK	 
REQUEST	9		request_49	1587632609671	1587632609690	OK	 
REQUEST	9		request_50	1587632609671	1587632609691	OK	 
REQUEST	9		request_58	1587632609672	1587632609692	OK	 
REQUEST	9		request_60	1587632609688	1587632609693	OK	 
REQUEST	9		request_59	1587632609688	1587632609693	OK	 
REQUEST	9		request_61	1587632609690	1587632609693	OK	 
REQUEST	9		request_62	1587632609690	1587632609693	OK	 
REQUEST	9		request_63	1587632609691	1587632609693	OK	 
REQUEST	11		request_24	1587632605650	1587632609782	OK	 
REQUEST	13		request_25	1587632607543	1587632609805	OK	 
REQUEST	23		request_15	1587632608857	1587632609835	OK	 
REQUEST	5		request_71	1587632608592	1587632609924	OK	 
REQUEST	15		mash.css	1587632609520	1587632609962	OK	 
REQUEST	32		0.chunk.js	1587632609551	1587632610126	OK	 
REQUEST	32		request_2	1587632609551	1587632610127	OK	 
REQUEST	23		request_17	1587632609512	1587632610140	OK	 
REQUEST	9		request_42	1587632609671	1587632610140	OK	 
REQUEST	23		request_18	1587632609513	1587632610141	OK	 
REQUEST	14		request_41	1587632609436	1587632610141	OK	 
ERROR	request_43: Failed to build request: Resource /recordedsimulation/0043_request.json not found 	1587632610141
REQUEST	14		request_45	1587632610143	1587632610144	OK	 
REQUEST	24		request_14	1587632609233	1587632610157	OK	 
REQUEST	21		request_20	1587632609717	1587632610158	OK	 
REQUEST	14		request_46	1587632610143	1587632610160	OK	 
REQUEST	14		request_47	1587632610143	1587632610160	OK	 
REQUEST	14		request_48	1587632610143	1587632610162	OK	 
REQUEST	14		request_49	1587632610143	1587632610162	OK	 
REQUEST	14		request_50	1587632610143	1587632610162	OK	 
REQUEST	14		request_58	1587632610145	1587632610163	OK	 
REQUEST	14		request_59	1587632610160	1587632610164	OK	 
REQUEST	14		request_60	1587632610161	1587632610164	OK	 
REQUEST	14		request_61	1587632610162	1587632610164	OK	 
REQUEST	14		request_62	1587632610162	1587632610165	OK	 
REQUEST	14		request_63	1587632610162	1587632610165	OK	 
REQUEST	12		request_24	1587632606587	1587632610183	OK	 
REQUEST	5		request_75	1587632608593	1587632610183	OK	 
REQUEST	5		request_73	1587632608592	1587632610208	OK	 
REQUEST	5		request_72	1587632608592	1587632610240	OK	 
REQUEST	21		solid.css	1587632610159	1587632610278	OK	 
REQUEST	14		request_42	1587632610143	1587632610278	OK	 
REQUEST	21		request_22	1587632610159	1587632610278	OK	 
REQUEST	21		request_21	1587632610159	1587632610343	OK	 
REQUEST	21		bootstrap.min.css	1587632610158	1587632610343	OK	 
REQUEST	8		request_70	1587632610483	1587632610484	OK	 
USER	RecordedSimulation	33	START	1587632610546	1587632610546
REQUEST	33		request_0	1587632610546	1587632610548	OK	 
REQUEST	33		uniovi.jpg	1587632610548	1587632610550	OK	 
REQUEST	15		request_26	1587632609521	1587632610598	OK	 
REQUEST	33		bundle.js	1587632610548	1587632610602	OK	 
REQUEST	33		request_1	1587632610549	1587632610602	OK	 
REQUEST	33		request_5	1587632610602	1587632610607	OK	 
REQUEST	33		main.chunk.js	1587632610549	1587632610608	OK	 
REQUEST	33		request_4	1587632610602	1587632610609	OK	 
REQUEST	33		request_3	1587632610550	1587632610611	OK	 
REQUEST	33		request_6	1587632610607	1587632610612	OK	 
REQUEST	33		request_7	1587632610609	1587632610614	OK	 
REQUEST	33		request_8	1587632610610	1587632610614	OK	 
